NAME,EXPLANE,GENRE,PLAYTIME,DLEVEL,MINPEOPLE,MAXPEOPLE,PUBYEAR,AGE,YOUTUBE_LINK,NAMU_LINK,SHOP_LINK,GIMAGE
다빈치 코드,서로의 숫자 코드를 추리해 맞춰 보자! 코드게임의 진정한 승리자는? 보드게임을 많이 접해보지 못하신 분을 위한 추천!,추리,15,2,2,4,2002,8,https://www.youtube.com/watch?v=ElNpDx2oKpQ&pp=ygUj64uk67mI7LmY7L2U65OcIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,https://namu.wiki/w/%EB%8B%A4%EB%B9%88%EC%B9%98%20%EC%BD%94%EB%93%9C(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/1077166?itemId=4631106&vendorItemId=3000165024&pickType=COU_PICK&q=%EB%8B%A4%EB%B9%88%EC%B9%98%EC%BD%94%EB%93%9C&itemsCount=36&searchId=c212be1a5ca24c3b856334690debf548&rank=0&isAddedCart=,다빈치 코드.png
클루,살인사건의 진짜 범인은? 추리게임의 TOP 인기게임! 누가? 어디서? 어떻게? 무엇으로 살해했을까? 진정한 명탐정을 찾아라!,추리,40,2,2,6,2012,8,https://www.youtube.com/watch?v=eHQcGwfdd8c,https://namu.wiki/w/Clue#s-2,https://www.coupang.com/vp/products/68670894?itemId=229249218&vendorItemId=3559972727&pickType=COU_PICK&q=%ED%81%B4%EB%A3%A8&itemsCount=36&searchId=229cb25680904839865dba7fa3d6a515&rank=0&isAddedCart=,클루.png
코드777,진정한 추리 게임의 대가! 남들보다 뛰어난 두뇌 자신 있다면 도전! 상대방의 숫자를 통해서 나의 코드를 맞추자,추리,30,3,2,4,1985,10,https://www.youtube.com/watch?v=dBE24PuNe-s&pp=ygUd7L2U65OcNzc3IOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84BOX,,https://www.coupang.com/vp/products/7366732814?itemId=18992591162&vendorItemId=86117769333&q=%EC%BD%94%EB%93%9C777&itemsCount=36&searchId=0f982d7221ea4f3cbb0c52bc88ae63f1&rank=2&isAddedCart=,코드777.png
도망자,형사와 도망자의 짜릿한 추격전!! 도망자는 과연 몇 번 은신처로 숨었을까?? 긴장감 있는 1대1 추리게임!!,추리,15,3,2,2,2017,10,https://www.youtube.com/watch?v=GFjeKJDO8wQ&pp=ygUc64-E66ed7J6Q67O065Oc6rKM7J6EIOyEpOuqhQ%3D%3D&ab_channel=%EB%B3%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8CBoardLiveGame,,https://www.coupang.com/vp/products/4859501402?itemId=6299058807&vendorItemId=73594562226&q=%EB%8F%84%EB%A7%9D%EC%9E%90&itemsCount=36&searchId=179715e382e546629e3e8dca325da4ac&rank=1&isAddedCart=,도망자.png
텔레스트레이션,내가 그린 기린 그림! 캐치마인드가 생각나는 게임! 단어를 보고 그림을 그려서 서로의 그림을 맞추자! 친구들과 함께 가볍게 즐기고 싶다면~ Choice,추리,20,2,4,6,2009,12,https://www.youtube.com/watch?v=X6PZREF3rhs,https://namu.wiki/w/%ED%85%94%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4%EC%85%98,https://www.coupang.com/vp/products/7828100?itemId=34246447&vendorItemId=3050706271&pickType=COU_PICK&q=%ED%85%94%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4%EC%85%98&itemsCount=36&searchId=80d8c3f18fbf446c8ae46475fbd14e76&rank=1&isAddedCart=,텔레스트레이션.png
스코틀랜드 야드,미스터x와 탐정들의 쫓고 쫓기는 추격전! 미스터 x는 무엇을 타고 어디로 이동했을까? 보이지 않는 미스터x를 잡아라!,추리,60,4,4,5,1983,10,https://www.youtube.com/watch?v=d_EtiU9g7kk,https://namu.wiki/w/%EC%8A%A4%EC%BD%94%ED%8B%80%EB%9E%9C%EB%93%9C%20%EC%95%BC%EB%93%9C#s-2,https://www.coupang.com/vp/products/6612398427?itemId=14999836494&vendorItemId=82222714976&q=%EC%8A%A4%EC%BD%94%ED%8B%80%EB%9E%9C%EB%93%9C%EC%95%BC%EB%93%9C&itemsCount=36&searchId=f8730055dcf348838aad30b905ebe3ea&rank=1&isAddedCart=,스코틀랜드 야드.png
디셉션:홍콩살인사건,범죄 심리학자가 되어 상상력으로 사건을 재구성 해보자!! 살인자는 과연 어떤 도구와 단서를 남겼을까?? 12인까지 즐길 수 있는 살인과 범죄 재구성 게임!!,추리,50,3,5,12,2014,14,https://www.youtube.com/watch?v=PXgd2h2cabg&pp=ygUd65SU7IWJ7IWYIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8CBoardLiveGame,https://namu.wiki/w/%EB%94%94%EC%85%89%EC%85%98#s-4,http://item.gmarket.co.kr/DetailView/Item.asp?goodscode=2998256654&GoodsSale=Y&jaehuid=200002657,디셉션.png
코드네임,힌트를 주는 팀장과 코드를 맞추는 팀원으로 구성되며 상대팀보다 빨리 모든 코드를 맞추는 팀이 승리하는 게임!!,추리,15,3,2,8,2015,14,https://www.youtube.com/watch?v=_1CjvXEwx5E&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%EC%BD%94%EB%93%9C%EB%84%A4%EC%9E%84(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/6883484092?itemId=16502530704&vendorItemId=83690075497&q=%EC%BD%94%EB%93%9C%EB%84%A4%EC%9E%84%3A%ED%94%BD%EC%B3%90%EC%8A%A4&itemsCount=36&searchId=d9e26fd3be114a3bae4de344d0c6e2ff&rank=1&isAddedCart=,코드네임.png
코드네임:픽쳐스,힌트를 주는 팀장과 코드를 맞추는 팀원으로 구성되며 상대팀보다 빨리 모든 코드를 맞추는 팀이 승리하는 게임!!,추리,15,3,2,8,2016,10,https://www.youtube.com/watch?v=7lQZofh7PaA&pp=ygUq7L2U65Oc64Sk7J6EOu2UveyymOyKpCDrs7Trk5zqsozsnoQg7ISk66qF&ab_channel=SYK,https://namu.wiki/w/%EC%BD%94%EB%93%9C%EB%84%A4%EC%9E%84(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://boardm.co.kr/front/product/product_detail.php?seq=18086&pinid=24176,코드네임픽쳐스.png
콘셉트,그림으로 말하는 스무고개! 여러 가지의 그림과 조각들로 푸는 퀴즈 게임 표현력에 한계를 경험해보자!,추리,40,3,5,12,2013,10,https://www.youtube.com/watch?v=NwV18AaMTws,,https://www.coupang.com/vp/products/1298846?itemId=5636377&vendorItemId=3007143235&q=%EC%BD%98%EC%85%89%ED%8A%B8+%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84&itemsCount=36&searchId=79eb54b7df874ed5bff40f67d63ae23d&rank=1&isAddedCart=,콘셉트.png
아브라카왓,자신 앞에 어떤 주문의 돌이 있는지 맞춰보자! 주문을 맞춰 상대방의 생명력을 모두 소진시키면 이기는 추리게임!,추리,20,2,2,5,2014,7,https://www.youtube.com/watch?v=IzmButQXbaE&pp=ygUj7JWE67iM65287Lm07JmTIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,https://namu.wiki/w/%EC%95%84%EB%B8%8C%EB%9D%BC%EC%B9%B4%EC%99%93?from=%EC%95%84%EB%B8%8C%EB%9D%BC%EC%B9%B4...%EC%99%93%3F,https://www.coupang.com/vp/products/4921211?itemId=22460277&vendorItemId=3032835989&q=%EC%95%84%EB%B8%8C%EB%9D%BC%EC%B9%B4%EC%99%93&itemsCount=36&searchId=ab3e3dfea14b4138bba9feb726f503a6&rank=1&isAddedCart=,아브라카왓.png
미스터 잭,미스터 잭을 찾아라!! 미스터 잭과 수사관의 쫓기고있는 추리게임 일반 추리게임과 다른 특별한 능력들이 있는 사람들의 추격전! 잭은 밝은곳에 있을까??,추리,30,3,2,2,2006,6,https://www.youtube.com/watch?v=YMOXu1V1SJ0&pp=ygUg66-47Iqk7YSw7J6tIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EC%9C%99%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84WINGBoardGame,https://namu.wiki/w/%EB%AF%B8%EC%8A%A4%ED%84%B0%20%EC%9E%AD,https://www.coupang.com/vp/products/7337660133?itemId=18852116203&vendorItemId=85981387877&q=%EB%AF%B8%EC%8A%A4%ED%84%B0%EC%9E%AD&itemsCount=36&searchId=cfa3388f325446bd956cebec19f6e8f9&rank=1&isAddedCart=,미스터 잭.png
어나니머스,인간과 인공지는 해커 두개의 팀이 서로의 코드를 해킹하여 상대 팀의 정체를 먼저 밝혀 내는게임!,추리,20,3,2,5,2018,7,https://www.youtube.com/watch?v=HKUZ80DfH3g&pp=ygUj7Ja064KY64uI66i47IqkIOuztOuTnOqyjOyehCDshKTrqoU%3D&ab_channel=%EB%B3%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8CBoardLiveGame,,https://shopping.interpark.com/product/productInfo.do?prdNo=953164636&optNo=7289461685&dispNo=016001&bizCd=P01415&utm_medium=affiliate&utm_source=danawa&utm_campaign=shop_20211015_danawa_p01415_cps&utm_content=conversion_47,어나니머스.png
두부왕국,두부 왕국의 두부여왕은 찹쌀떡 왕자에게 이상한 청혼 방식을 명령합니다. 사람들을 장막 뒤에 모아놓고 질문을 하여 청혼할 상대를 단 한 번만 지목해야 한다고 하는데 ! 과연 두부 공주를 찾을 수 있을까요??,추리,15,2,2,6,2015,10,https://www.youtube.com/watch?v=02iV4lKfPOo,,https://www.yes24.com/Product/Search?domain=ALL&query=%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%20%EB%91%90%EB%B6%80%EC%99%95%EA%B5%AD,두부왕국.png
셜록13,13명의 용의자 과연 진범은 누구일까? 다른 플레이어의 단서를 알아내 진범을 잡아보자!! 초보자도 쉽게 할 수 있는 추리게임!!,추리,20,2,2,4,2015,6,https://www.youtube.com/watch?v=Kby3Ue_QTuQ&pp=ygUI7IWc66GdMTM%3D&ab_channel=DEVALL%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84,,https://www.coupang.com/vp/products/1066694041?itemId=2013620383&vendorItemId=84895886258&q=%EC%85%9C%EB%A1%9D13&itemsCount=36&searchId=fb3120124a7b45e09a991957ec6840b2&rank=1&isAddedCart=,셜록13.png
디크립토,커플 문제풀의 팀전의 정석!! 우리만의 텔레파시로 상대방을 못맞추게 만들어라!! 과연 최고의 커플은 누가될것인가?? (주의 : 팀이 못맞추면 화날수도있음),추리,60,3,4,6,2018,12,https://www.youtube.com/watch?v=YVi-E8NuTs0&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/1981664318?itemId=3371470552&vendorItemId=71358181291&q=%EB%94%94%ED%81%AC%EB%A6%BD%ED%86%A0&itemsCount=36&searchId=60cfbe362f1443ae94d4e36782a5367a&rank=1&isAddedCart=,디크립토.png
우봉고,주어진 시간 안에 퍼즐을 풀고 우봉고를 외쳐 보석을 획득하자! 빠른 진행을 원하시는 분들 추천!,순발력,30,2,2,4,2003,8,https://www.youtube.com/watch?v=qEHeMiAXt9M&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/1745429?itemId=7616556&vendorItemId=84320929973&pickType=COU_PICK&q=%EC%9A%B0%EB%B4%89%EA%B3%A0&itemsCount=36&searchId=f4cbde17420e4194867c43ff0dbbfe62&rank=0&isAddedCart=,우봉고.png
숲속의 음악대,토끼 악단의 연주자들이 한 곳에 모였다. 카드에 정해진 행동을 재빠르게 하자!,순발력,15,2,4,6,1994,6,https://www.youtube.com/watch?v=k6Btf-Sz7A0&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,,https://www.coupang.com/vp/products/148039704?itemId=428101146&vendorItemId=4055472316&pickType=COU_PICK&q=%EC%88%B2%EC%86%8D%EC%9D%98+%EC%9D%8C%EC%95%85%EB%8C%80&itemsCount=36&searchId=c473b3a949014a3f84dc82f60089c80f&rank=1&isAddedCart=,숲속의 음악대.png
우노,원카드와 비슷한 게임 규칙!! 앞 사람이 낸 카드에 맞춰 같은 색깔이나 숫자 카드를 내면서 손에 있는 카드를 모두 없애면 이기는 게임,순발력,15,2,2,5,1971,6,https://www.youtube.com/watch?v=i68vSm0cUck,https://namu.wiki/w/%EC%9A%B0%EB%85%B8(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/14584648?itemId=68857771&vendorItemId=3000153208&pickType=COU_PICK&q=%EC%9A%B0%EB%85%B8&itemsCount=36&searchId=00cba1cfb07e4f8e8a925ccbb004a5dc&rank=0&isAddedCart=,우노.png
핸즈업,빠르게 진행되는 카드게임! 그림대로 손 모양을 만들어 가장 적은 카드 모양을 만드는 사람의 승리! 친구들과 스피드 게임한판 즐겨보자!,순발력,15,2,4,8,2015,8,https://www.youtube.com/watch?v=VTRDIEGHxGQ,,https://www.coupang.com/vp/products/7053539458?itemId=17470184446&vendorItemId=84637861464&q=%ED%95%B8%EC%A6%88%EC%97%85&itemsCount=36&searchId=9472a22b3641438c8e608203eb27af13&rank=1&isAddedCart=,핸즈업.png
상어 아일랜드,상어를 피할지.. 보물을 가져갈지.. 생각할 시간이 길지 않아요! 뒤에 상어가 쫓아와요!,순발력,15,1,2,4,2014,6,https://www.youtube.com/watch?v=x5EXsfYFzDI,https://ko.wikipedia.org/wiki/%EC%83%81%EC%96%B4_%EC%95%84%EC%9D%BC%EB%9E%9C%EB%93%9C,https://www.coupang.com/vp/products/53032185?itemId=186616032&vendorItemId=3444295262&pickType=COU_PICK&q=%EC%83%81%EC%96%B4%EC%95%84%EC%9D%BC%EB%9E%9C%EB%93%9C&itemsCount=36&searchId=5f35b4f8dfa844cc86a28a9b63427ba8&rank=0,상어 아일랜드.png
5초 준다,카드를 펼치고 주제에 맞는 단어 3가지를 빠르게 대답하세요. 시간은 단 5초! 정확하게 5초에 맞춰진 특별한 구슬 타이머가 여러분을 재촉 할 것입니다.,순발력,15,2,2,8,2019,8,https://www.youtube.com/watch?v=plNEQjVISFE,,https://www.coupang.com/vp/products/1056997210?itemId=2000001590&vendorItemId=70000012245&pickType=COU_PICK&q=5%EC%B4%88%EC%A4%80%EB%8B%A4&itemsCount=36&searchId=7ea3c8d3c5cd4f96ada99de8205757d8&rank=0,5초 준다.png
방주에 탈 동물들,방주에 탈 동물들은 동물 무리를 나누고 나눈 동물 무리를 방주에 10마리를 먼저 태우면 승리하는 게임!,순발력,30,2,2,4,2016,8,https://www.youtube.com/watch?v=UU7yC2s2-BE,,https://www.coupang.com/vp/products/15261926?itemId=62803337&vendorItemId=3098449410&q=%EB%B0%A9%EC%A3%BC%EC%97%90+%ED%83%88+%EB%8F%99%EB%AC%BC%EB%93%A4&itemsCount=30&searchId=98795b6bd676438cb5c069763a5acbb7&rank=1&isAddedCart=,방주에 탈 동물들.png
타코 캣 고트 치즈 피자,외친 단어와 같은 그림이 나오면 테이블 가운데에 재빨리 손을 올리면 된답니다! 너무 쉬운거 아니냐고요? 글쎄요 막상 해보면 따라가기 쉽지 않을걸요!,순발력,15,2,2,8,2018,8,https://www.youtube.com/watch?v=6jDee95fqhY&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/5398414742?itemId=8070088512&vendorItemId=80893569028&pickType=COU_PICK&q=%ED%83%80%EC%BD%94+%EC%BC%93+%EA%B3%A0%ED%8A%B8+%EC%B9%98%EC%A6%88+%ED%94%BC%EC%9E%90&itemsCount=36&searchId=1bf363a60b4a427eab7e579d197e9cff&rank=1&isAddedCart=,타코 캣 고트 치즈 피자.png
스머프 사다리게임,심술쟁이 가가멜이 즐겁게 소풍을 나온 스머프들을 습격했습니다. 가가멜과 아즈라엘의 추격을 ㅇ리조리 잘 피해 안전한 스머프 마을로 돌와와야 합니다.,순발력,20,2,2,5,2011,6,https://www.youtube.com/watch?v=NvXIMXSWarE&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,https://namu.wiki/w/%EA%B0%9C%EA%B5%AC%EC%9F%81%EC%9D%B4%20%EC%82%AC%EB%8B%A4%EB%A6%AC%20%EC%8A%A4%EB%A8%B8%ED%94%84%EA%B2%8C%EC%9E%84,https://www.coupang.com/vp/products/61037475?itemId=209275295&vendorItemId=3000165084&pickType=COU_PICK&q=%EC%8A%A4%EB%A8%B8%ED%94%84%EC%82%AC%EB%8B%A4%EB%A6%AC%EA%B2%8C%EC%9E%84&itemsCount=36&searchId=dd2ae9149599404883b2b380c4cae1be&rank=1&isAddedCart=,스머프 사다리게임.png
블리츠,상대방 카드와 관련된 단어를 먼저 외쳐라!! 연상되는 단어를 빠르게 외쳐 많은 카드를 확보하는 사람이 승리!!,순발력,20,2,4,6,2010,10,https://www.youtube.com/watch?v=pAV43PHOCr8,https://ko.wikipedia.org/wiki/%EB%B8%94%EB%A6%AC%EC%B8%A0_(%EB%B3%B4%EB%93%9C_%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/82527?itemId=169374&vendorItemId=71060958214&q=%EB%B8%94%EB%A6%AC%EC%B8%A0&itemsCount=36&searchId=958599c5eb5f4d09bb9357c1331e59de&rank=0,블리츠.png
도블,카드에서 같은 그림을 찾고 가장 많은 카드를 얻는 사람이 승리하는 간단한 게임! 신기하게도 어떤 카드를 뽑든 겹치는 그림은 단 1개!! 목소리가 커질 수 밖에 없는 즐거운 게임!,순발력,15,1,2,8,2009,7,https://www.youtube.com/watch?v=QhFropuHIDo,,https://www.coupang.com/vp/products/6855963908?itemId=16350244350&vendorItemId=82914582797&q=%EB%8F%84%EB%B8%94&itemsCount=36&searchId=c7d0226d7dc84b5bb36563cbaacfba3b&rank=0&isAddedCart=,도블.png
돌진소녀,소녀의 등교를 방해하는 장애물들을 피하며 소녀가 지각하지 않게 도와주세요!,순발력,15,1,3,5,2017,8,https://www.youtube.com/watch?v=WhgYJ4kVRhc&pp=ygUM64-M7KeE7IaM64WA&ab_channel=%ED%8B%B0%EB%A0%88%EC%9D%B8%EC%A0%80,,https://boardm.co.kr/front/product/product_detail.php?seq=13481&pinid=,돌진소녀.png
루핑루이,비행사 루이와의 숨막히는 순발력 대결! 내 닭들을 지켜라!,순발력,10,1,2,4,1992,4,https://www.youtube.com/watch?v=rfH9_OFO3Ec,,https://www.coupang.com/vp/products/136138?itemId=245528&vendorItemId=3000178688&pickType=COU_PICK&q=%EB%A3%A8%ED%95%91%EB%A3%A8%EC%9D%B4&itemsCount=36&searchId=92ed9e213b824317bd26c83aac937672&rank=0,루핑루이.png
꼬치의 달인,손'만 쓰면 되는 게임 꼬치를 가장 먼저 완성하세요!,순발력,15,2,2,4,2019,6,https://www.youtube.com/watch?v=ln7jsFT5Xyk&pp=ygUQ6rys7LmY7J2YIOuLrOyduA%3D%3D&ab_channel=%EC%A0%95%EC%9D%B4%EC%9D%98%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,,https://www.coupang.com/vp/products/1473095883?itemId=2531997883&vendorItemId=70524757711&pickType=COU_PICK&q=%EA%BC%AC%EC%B9%98%EC%9D%98%EB%8B%AC%EC%9D%B8&itemsCount=36&searchId=e87926157fce462fa65ab0e9005b409f&rank=1&isAddedCart=,꼬치의 달인.png
유령대소동,유령이 찾는 물건은 어떤 물건일까요? 익살 맞은 유령이 색깔을 다르게 찍는 사진기로 사진을 찍었어요. 물건들 다섯 개 중 유령이 찍은 물건은 어떤 물건일까요?,순발력,20,2,2,8,2010,8,https://www.youtube.com/watch?v=ASS6PfcTzKc,,https://www.coupang.com/vp/products/1748850?itemId=7632462&vendorItemId=3010538778&q=%EC%9C%A0%EB%A0%B9%EB%8C%80%EC%86%8C%EB%8F%99&itemsCount=36&searchId=93bdbf402a114c63b3e761f8a2cc9b74&rank=1&isAddedCart=,유령대소동.png
폴짝폴짝 개구리 사탕먹기,누가 누가 많이 먹나~ 연못 안의 사탕을 개구리에게 잔뜩 먹여주세요!,순발력,10,1,2,4,1978,4,https://www.youtube.com/watch?v=_N28NESz8Ck,,https://www.coupang.com/vp/products/205051645?itemId=603482577&vendorItemId=4581732373&pickType=COU_PICK&q=%ED%8F%B4%EC%A7%9D%ED%8F%B4%EC%A7%9D%EA%B0%9C%EA%B5%AC%EB%A6%AC%EC%82%AC%ED%83%95%EB%A8%B9%EA%B8%B0&itemsCount=36&searchId=9d022f8ab3eb428494ce98457d6dddd9&rank=1,폴짝폴짝 개구리 사탕먹기.png
펭귄 얼음 깨기,내가 너와의 관계를 깰 순 없으니 이 얼음을 한번 깨보도록 하겠다. 단순하지만 쉽지 않은 게임!,순발력,15,1,2,4,2017,3,https://www.youtube.com/watch?v=Ce5RdbhnKQc,,https://www.coupang.com/vp/products/94620319?itemId=292691059&vendorItemId=3719357385&pickType=COU_PICK&q=%ED%8E%AD%EA%B7%84%EC%96%BC%EC%9D%8C%EA%B9%A8%EA%B8%B0&itemsCount=36&searchId=c3d3794b6c8347cd93015c180a330d06&rank=0,펭귄 얼음 깨기.png
슈퍼라이노,라이노의 호텔을 건축하여라!! 떨리는손을 컨트롤하고 상대방의 방해를 피하여 최고로 높은 호텔을 만들어보자!!,손기술,10,2,2,4,2011,9,https://www.youtube.com/watch?v=Yc_OsJ3Z9wA,,https://www.yes24.com/Product/Goods/25653838,슈퍼라이노.png
뒤죽박죽 서커스,화려하고 아슬아슬한 서커스 쇼의 하이라이트!! 세가지의 무대를 넘나들며 벌어지는 뒤죽박죽 탑 쌓기 쇼!,손기술,15,2,2,4,2017,6,https://www.youtube.com/watch?v=NskorRxUsaE,,https://www.coupang.com/vp/products/38212711?itemId=140866285&vendorItemId=3304015415&pickType=COU_PICK&q=%EB%92%A4%EC%A3%BD%EB%B0%95%EC%A3%BD%EC%84%9C%EC%BB%A4%EC%8A%A4&itemsCount=36&searchId=efe21dc9a1f6485baf199e9c2e89c027&rank=1&isAddedCart=,뒤죽박죽 서커스.png
스틱스택,스틱을 떨어트리지 않거나 타워를 쓰러트리지 않고 스틱을 쌓아라. 게임이 끝날때 가장 낮은 점수를 가진자가 우승!,손기술,15,1,2,10,2016,8,https://www.youtube.com/watch?v=9LcR8o9us28,,https://www.coupang.com/vp/products/17624710?itemId=70625935&vendorItemId=3114231494&q=%EC%8A%A4%ED%8B%B1%EC%8A%A4%ED%83%9D&itemsCount=36&searchId=a940ce71c69a4de19c060cead63b914c&rank=1,스틱스택.png
톡톡 우드맨,나무꾼이 되어 나무 껍질을 많이 가져오는 플레이어가 승리하는 아주 아주 간단한게임!!,손기술,10,1,2,7,2008,5,https://www.youtube.com/watch?v=uJ0obcpFO9Q,,https://www.coupang.com/vp/products/1766639?itemId=7741812&vendorItemId=3010497602&q=%ED%86%A1%ED%86%A1%EC%9A%B0%EB%93%9C%EB%A7%A8&itemsCount=36&searchId=7fe9d5c568cc4af696ea1b9f33aab5df&rank=1&isAddedCart=,톡톡 우드맨.png
플라잉 팬케이크,5가지 종류의 재료들을 진짜 요리사가 되어 손목스냅을 이용하여 팬케이크를 뒤집어야 하는 게임!,손기술,20,1,2,4,2017,6,https://www.youtube.com/watch?v=6BPznXqzpr4&pp=ygUq7ZSM65287J6JIO2MrOy8gOydtO2BrCDrs7Trk5zqsozsnoQg7ISk66qF&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,,https://www.coupang.com/vp/products/7118107075?itemId=17815236092&vendorItemId=82269248382&q=%ED%94%8C%EB%9D%BC%EC%9E%89+%ED%8C%AC%EC%BC%80%EC%9D%B4%ED%81%AC&itemsCount=36&searchId=cda2c7f939db4b099a4a66ab08906c43&rank=1&isAddedCart=,플라잉 팬케이크.png
아이스 쿨,펭귄 친구들을 조종해서 종횡무진 학교 안을 누비세요! 튕기는 위치와 각도를 잘 조절하면 펭귄을 안쪽 오른쪽으로 회전시키거나 멋지게 점프시킬 수도 있어요!,손기술,30,2,2,4,2016,6,https://www.youtube.com/watch?v=iAjJQPfRnaI,,https://www.coupang.com/vp/products/189765168?itemId=542230950&vendorItemId=4418214755&q=%EC%95%84%EC%9D%B4%EC%8A%A4%EC%BF%A8+%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84&itemsCount=36&searchId=eba6eea368b5481792f408585d77eb7f&rank=1&isAddedCart=,아이스 쿨.png
코코너츠,초콜렛 아니고 코코넛이에요. 먹는거 아니에요. 코코넛을 던져 컵에 넣어보자! 섬세한 힘 조절이 관건!,손기술,20,1,2,4,2013,6,https://www.youtube.com/watch?v=TE1WbHv9xOk&pp=ygUM7L2U7L2U64SI7Lig&ab_channel=%EC%95%8C%EC%93%B8%EC%8B%A0%EC%84%A0%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84TV,https://namu.wiki/w/%EC%BD%94%EC%BD%94%EB%84%88%EC%B8%A0(%EB%B3%B4%EB%93%9C%20%EA%B2%8C%EC%9E%84),https://www.coupang.com/vp/products/2056979034?itemId=3496494256&vendorItemId=3000834753&pickType=COU_PICK&q=%EC%BD%94%EC%BD%94%EB%84%88%EC%B8%A0&itemsCount=36&searchId=363f1d589368446980fc06014195e59b&rank=0&isAddedCart=,코코너츠.png
스트라이크,주사위로 하는 볼링 게임!! 같은 숫자가 나오게 주사위를 굴려서 마지막까지 주사위를 갖고 있는 사람이 승리하는 게임!,손기술,20,2,2,5,2012,8,https://www.youtube.com/watch?v=k69EfIlSxJc&ab_channel=%EC%BD%94%EB%A6%AC%EC%95%84%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%EC%A6%88,,https://www.coupang.com/vp/products/7310486412?itemId=18727267298&vendorItemId=86250339837&q=%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%9D%B4%ED%81%AC&itemsCount=36&searchId=e917c16223924bc6b8a9eb5b1b5ea421&rank=1&isAddedCart=,스트라이크.png
